gender,weight,height,age,activity_level,calories_needed
male,70,186,20,moderate_exercise,2482
male,75,155,20,light_exercise,2004
male,67,157,18,extra_active,2660
female,61,159,24,light_exercise,1819
female,47,175,22,sedentary,1551
female,45,174,19,very_active,2211
female,83,154,23,extra_active,2881
male,91,193,24,extra_active,3487
female,81,169,21,very_active,2760
male,93,176,20,very_active,3052
female,61,153,21,light_exercise,1788
female,67,173,22,light_exercise,2035
female,74,178,21,light_exercise,2181
female,88,163,24,sedentary,1941
male,95,161,21,very_active,2916
male,97,175,20,light_exercise,2479
male,84,153,23,extra_active,2888
female,88,172,24,light_exercise,2302
female,70,172,22,extra_active,2858
female,85,174,19,light_exercise,2312
male,52,169,18,moderate_exercise,2054
female,56,172,23,moderate_exercise,2106
female,76,152,18,sedentary,1751
male,84,167,20,extra_active,3083
female,88,178,24,extra_active,3252
female,46,154,18,sedentary,1406
male,92,161,21,sedentary,1992
male,51,153,20,light_exercise,1657
male,85,158,20,extra_active,2995
male,70,154,21,sedentary,1676
female,77,178,23,sedentary,1928
female,61,163,22,sedentary,1629
female,88,155,20,light_exercise,2183
male,50,184,21,very_active,2387
female,84,175,19,sedentary,2013
male,90,188,21,sedentary,2171
female,72,163,23,extra_active,2779
male,87,174,24,light_exercise,2305
female,68,152,24,light_exercise,1855
male,82,157,22,very_active,2640
female,67,178,22,extra_active,2872
female,80,179,18,very_active,2877
female,81,158,24,light_exercise,2085
female,62,177,20,very_active,2528
male,92,188,18,light_exercise,2536
male,74,196,20,very_active,2939
male,69,177,20,very_active,2648
male,81,191,24,sedentary,2067
female,87,153,18,sedentary,1890
male,74,192,18,sedentary,2027
female,88,163,20,moderate_exercise,2539
female,82,173,19,very_active,2838
female,70,179,21,light_exercise,2135
male,67,194,18,moderate_exercise,2529
female,81,177,24,sedentary,1962
male,80,178,18,very_active,2866
male,62,151,20,sedentary,1563
male,84,151,20,moderate_exercise,2360
female,73,176,23,sedentary,1865
male,88,150,23,very_active,2659
male,55,159,19,extra_active,2447
male,83,158,24,light_exercise,2113
female,45,154,19,light_exercise,1590
female,76,176,20,sedentary,1919
female,79,162,20,light_exercise,2120
male,87,155,22,very_active,2704
male,71,181,19,very_active,2735
male,65,151,19,very_active,2308
female,40,156,22,moderate_exercise,1711
male,67,184,19,extra_active,2972
female,72,173,21,moderate_exercise,2380
male,83,170,24,extra_active,3062
female,55,153,19,extra_active,2375
male,92,172,22,light_exercise,2370
female,77,172,19,extra_active,3019
male,62,192,19,light_exercise,2150
female,42,161,23,very_active,1984
male,68,182,21,moderate_exercise,2405
male,60,156,22,very_active,2249
male,80,153,21,sedentary,1788
female,67,150,24,moderate_exercise,2056
male,68,150,23,sedentary,1610
female,55,169,18,very_active,2338
male,72,171,20,light_exercise,2101
male,94,197,23,very_active,3269
female,80,161,22,moderate_exercise,2380
female,80,178,22,light_exercise,2257
male,66,185,18,moderate_exercise,2426
female,86,176,21,sedentary,2033
female,78,151,19,extra_active,2789
male,84,151,24,very_active,2592
female,46,161,24,light_exercise,1630
female,75,173,20,very_active,2709
female,83,159,22,very_active,2678
female,44,155,19,moderate_exercise,1787
male,71,193,21,light_exercise,2269
male,95,152,18,sedentary,1979
male,85,185,22,extra_active,3297
male,62,184,20,very_active,2603
male,70,175,19,very_active,2653
male,52,156,19,moderate_exercise,1920
male,61,152,20,light_exercise,1786
female,86,178,23,extra_active,3223
female,54,154,22,extra_active,2340
male,65,172,23,sedentary,1739
female,73,152,20,moderate_exercise,2199
female,41,169,23,extra_active,2261
female,74,175,19,extra_active,2998
male,93,186,21,light_exercise,2511
male,86,171,24,sedentary,1977
female,42,151,22,moderate_exercise,1694
male,57,178,24,sedentary,1682
male,90,157,19,sedentary,1950
female,51,174,21,sedentary,1598
female,75,162,23,extra_active,2824
male,74,182,22,extra_active,3052
female,53,156,19,sedentary,1499
male,51,193,23,very_active,2484
male,87,194,22,very_active,3125
female,83,165,19,very_active,2769
male,80,165,21,sedentary,1878
male,72,163,23,light_exercise,2011
female,41,170,22,extra_active,2283
female,87,150,24,sedentary,1832
male,90,189,21,sedentary,2178
male,74,165,21,light_exercise,2070
female,59,156,24,moderate_exercise,1990
female,54,170,24,very_active,2280
male,61,164,19,light_exercise,1896
female,64,160,22,sedentary,1643
female,45,153,19,very_active,1984
male,61,187,21,sedentary,1815
male,76,151,22,moderate_exercise,2221
male,81,178,19,light_exercise,2291
female,69,176,21,extra_active,2896
female,43,166,24,extra_active,2254
female,54,162,21,light_exercise,1769
female,85,159,19,moderate_exercise,2461
female,75,164,23,moderate_exercise,2323
male,66,189,20,moderate_exercise,2449
male,52,195,18,light_exercise,2046
female,48,172,23,extra_active,2430
male,80,151,20,moderate_exercise,2298
male,55,162,24,very_active,2211
male,81,171,24,extra_active,3036
male,73,175,19,very_active,2704
female,58,172,19,moderate_exercise,2168
female,42,168,23,moderate_exercise,1851
male,60,178,22,light_exercise,1982
female,59,156,23,moderate_exercise,1998
male,68,168,22,very_active,2517
female,55,169,23,moderate_exercise,2062
male,88,174,24,very_active,2909
male,62,161,23,light_exercise,1857
female,83,155,19,very_active,2661
male,81,182,20,light_exercise,2319
female,70,178,21,moderate_exercise,2397
female,86,168,20,very_active,2845
female,67,163,22,light_exercise,1949
male,94,181,22,very_active,3105
male,90,188,23,sedentary,2159
female,81,165,23,extra_active,2974
male,50,163,18,moderate_exercise,1965
male,85,170,19,extra_active,3147
female,50,171,23,moderate_exercise,2004
male,64,188,22,extra_active,2934
female,58,152,24,sedentary,1499
male,73,168,19,extra_active,2896
male,89,180,23,extra_active,3304
female,42,172,24,very_active,2094
male,70,171,19,light_exercise,2080
male,54,197,20,very_active,2605
female,67,177,22,light_exercise,2070
female,86,162,22,sedentary,1922
male,75,168,24,extra_active,2886
female,40,173,21,very_active,2096
female,88,177,22,moderate_exercise,2659
female,85,179,21,very_active,2937
female,62,178,19,sedentary,1772
female,45,170,19,sedentary,1508
male,64,155,22,light_exercise,1839
female,55,156,22,sedentary,1505
male,98,164,20,very_active,3008
male,98,169,19,very_active,3071
male,91,195,18,very_active,3239
female,46,152,22,extra_active,2164
male,80,194,23,extra_active,3299
male,75,159,19,very_active,2566
female,55,169,21,moderate_exercise,2077
male,92,188,20,light_exercise,2522
female,50,166,20,moderate_exercise,1979
female,75,162,21,extra_active,2843
male,90,150,22,very_active,2702
male,95,169,18,very_active,3028
female,43,171,19,light_exercise,1709
female,71,178,20,light_exercise,2147
female,77,160,21,very_active,2594
male,60,178,22,sedentary,1730
male,86,193,21,moderate_exercise,2790
female,57,179,18,extra_active,2732
female,84,170,22,extra_active,3100
female,72,152,21,extra_active,2668
male,95,160,19,extra_active,3219
female,60,156,23,very_active,2241
female,89,157,18,sedentary,1944
female,64,151,18,extra_active,2532
female,45,170,22,light_exercise,1707
female,75,168,23,light_exercise,2096
female,70,160,19,sedentary,1733
male,92,194,20,sedentary,2246
male,68,158,22,moderate_exercise,2165
male,63,192,21,sedentary,1877
female,65,155,24,sedentary,1605
male,74,151,19,light_exercise,1963
female,81,177,22,moderate_exercise,2550
female,83,159,20,moderate_exercise,2422
male,52,184,24,extra_active,2639
female,58,154,21,moderate_exercise,1979
female,69,176,19,extra_active,2915
male,68,150,18,moderate_exercise,2118
male,66,185,18,sedentary,1878
female,59,177,23,very_active,2450
male,81,155,19,sedentary,1827
male,74,183,18,sedentary,1959
male,90,191,21,light_exercise,2513
female,81,153,19,sedentary,1812
female,57,156,20,moderate_exercise,1990
male,88,173,18,very_active,2950
male,52,169,22,very_active,2252
male,63,172,19,extra_active,2753
female,76,158,21,very_active,2556
male,85,158,19,light_exercise,2175
female,77,150,20,extra_active,2748
male,73,150,22,very_active,2409
male,55,162,24,light_exercise,1762
male,68,155,23,moderate_exercise,2128
male,89,168,19,very_active,2905
male,92,177,20,very_active,3045
female,63,156,18,sedentary,1625
female,71,175,24,extra_active,2893
male,80,178,23,very_active,2823
male,76,150,20,moderate_exercise,2227
male,99,199,23,extra_active,3720
female,64,169,22,extra_active,2708
female,77,155,21,light_exercise,2025
male,90,180,18,sedentary,2129
male,50,161,23,light_exercise,1692
male,97,158,18,sedentary,2048
male,75,198,18,light_exercise,2388
female,66,170,20,very_active,2521
female,70,173,23,light_exercise,2070
female,52,160,23,extra_active,2364
male,94,154,19,extra_active,3128
male,98,168,24,moderate_exercise,2711
male,53,190,20,extra_active,2767
male,89,182,24,very_active,3013
female,80,156,23,extra_active,2848
female,43,163,19,sedentary,1431
female,40,179,18,sedentary,1521
female,44,166,21,very_active,2090
male,91,152,18,extra_active,3057
female,77,168,24,moderate_exercise,2385
male,68,183,19,moderate_exercise,2430
male,72,154,18,extra_active,2720
female,42,164,21,extra_active,2240
female,72,154,20,sedentary,1706
female,40,153,20,light_exercise,1506
male,68,151,23,extra_active,2561
female,61,162,21,light_exercise,1865
male,63,166,19,light_exercise,1941
female,54,168,18,light_exercise,1841
male,54,150,21,extra_active,2302
female,44,156,23,light_exercise,1566
male,61,179,23,light_exercise,1998
male,67,174,22,light_exercise,2044
male,66,154,18,moderate_exercise,2126
female,61,164,22,light_exercise,1876
male,90,164,18,light_exercise,2302
male,53,197,23,extra_active,2822
male,94,186,22,sedentary,2198
female,64,163,22,extra_active,2637
female,53,153,18,moderate_exercise,1915
female,89,151,18,light_exercise,2176
male,53,179,19,light_exercise,1915
female,75,157,19,extra_active,2803
male,61,196,22,sedentary,1877
male,50,188,19,extra_active,2696
male,59,173,22,moderate_exercise,2170
female,60,167,24,light_exercise,1874
male,88,153,21,sedentary,1884
female,45,178,23,very_active,2219
female,85,159,19,extra_active,3017
male,75,168,21,very_active,2646
male,62,150,23,light_exercise,1762
female,51,151,23,light_exercise,1619
female,74,155,21,sedentary,1731
female,55,160,18,light_exercise,1786
male,88,170,18,extra_active,3214
female,45,150,21,very_active,1935
female,55,158,19,light_exercise,1762
male,51,196,18,sedentary,1781
female,71,168,23,extra_active,2820
female,63,167,20,moderate_exercise,2190
female,49,156,19,very_active,2086
male,59,174,22,sedentary,1688
female,72,170,18,extra_active,2910
male,99,171,18,moderate_exercise,2802
female,41,159,19,sedentary,1377
female,45,154,24,extra_active,2150
female,82,170,18,very_active,2814
male,98,165,18,extra_active,3344
female,87,175,19,very_active,2946
male,64,157,23,sedentary,1614
female,44,152,21,extra_active,2136
male,52,176,23,light_exercise,1848
female,89,170,19,light_exercise,2333
female,89,171,24,sedentary,2013
male,61,172,24,very_active,2422
female,86,153,23,very_active,2657
female,45,159,20,light_exercise,1626
female,68,177,22,moderate_exercise,2349
male,83,187,23,light_exercise,2369
female,67,164,18,sedentary,1733
male,80,151,24,light_exercise,2011
male,76,184,18,light_exercise,2281
female,76,168,20,moderate_exercise,2401
male,59,183,19,sedentary,1773
male,93,150,22,extra_active,3033
female,61,178,18,very_active,2538
male,95,189,21,moderate_exercise,2891
female,77,150,24,sedentary,1712
male,74,194,21,very_active,2909
male,65,172,21,light_exercise,2006
male,98,186,24,extra_active,3537
male,71,160,23,sedentary,1721
male,88,164,21,sedentary,1967
male,57,192,20,moderate_exercise,2339
female,85,168,21,light_exercise,2247
female,76,177,20,light_exercise,2207
female,63,178,21,light_exercise,2030
female,88,160,21,extra_active,3067
female,80,174,23,extra_active,3062
male,54,151,20,very_active,2109
male,53,182,18,sedentary,1700
female,50,161,21,extra_active,2356
male,77,180,18,extra_active,3124
male,78,170,19,light_exercise,2181
male,74,181,21,very_active,2769
female,47,152,22,sedentary,1379
female,86,179,21,sedentary,2055
female,67,171,23,light_exercise,2011
female,56,159,18,sedentary,1563
male,97,158,20,moderate_exercise,2630
female,87,176,22,extra_active,3228
male,53,188,20,light_exercise,1986
female,50,165,23,very_active,2165
female,86,152,19,moderate_exercise,2409
female,48,168,22,very_active,2172
male,99,157,22,extra_active,3230
male,54,197,23,extra_active,2841
female,76,167,19,very_active,2670
female,88,159,18,sedentary,1947
male,72,150,23,extra_active,2625
female,41,170,18,moderate_exercise,1893
male,67,192,21,extra_active,3048
female,58,175,22,very_active,2420
female,88,155,24,very_active,2704
female,79,151,20,sedentary,1767
female,64,170,21,very_active,2478
female,74,164,24,sedentary,1781
female,72,171,22,very_active,2618
male,88,186,23,very_active,3047
male,50,194,20,very_active,2504
male,87,178,22,sedentary,2054
male,82,182,19,sedentary,2042
female,80,177,18,very_active,2855
male,62,168,24,moderate_exercise,2153
male,65,196,22,very_active,2767
male,56,194,18,moderate_exercise,2358
male,56,187,24,moderate_exercise,2244
male,75,187,24,moderate_exercise,2539
male,83,154,24,moderate_exercise,2343
female,84,173,22,moderate_exercise,2558
female,45,164,21,very_active,2086
female,45,164,20,extra_active,2307
male,54,171,21,sedentary,1611
male,71,174,20,light_exercise,2113
female,60,170,20,very_active,2418
female,82,176,21,moderate_exercise,2564
male,68,199,22,moderate_exercise,2562
female,51,167,21,sedentary,1545
female,76,166,20,moderate_exercise,2382
female,52,152,20,moderate_exercise,1874
male,72,156,24,sedentary,1697
male,86,158,24,extra_active,2976
female,40,165,24,very_active,1984
male,64,194,23,light_exercise,2168
female,75,153,18,sedentary,1746
male,62,172,19,moderate_exercise,2230
female,47,173,24,light_exercise,1747
male,97,153,23,sedentary,1980
female,78,150,21,sedentary,1742
male,55,164,21,sedentary,1571
male,83,168,23,moderate_exercise,2486
female,68,158,18,light_exercise,1948
male,52,191,23,sedentary,1725
male,99,164,21,extra_active,3323
female,42,167,24,light_exercise,1626
female,59,167,18,sedentary,1659
female,52,171,23,light_exercise,1805
male,61,196,21,extra_active,2981
male,54,192,21,extra_active,2801
female,44,168,18,very_active,2137
female,60,168,20,sedentary,1667
female,60,162,24,extra_active,2530
male,61,196,22,sedentary,1877
male,63,193,21,extra_active,2983
female,65,166,23,moderate_exercise,2188
female,64,155,22,extra_active,2542
male,93,160,20,sedentary,2003
female,50,171,22,sedentary,1557
female,89,165,24,light_exercise,2255
male,97,150,22,very_active,2823
female,65,156,20,sedentary,1637
male,71,180,20,very_active,2715
male,50,193,22,extra_active,2727
male,98,185,23,light_exercise,2558
female,78,150,20,moderate_exercise,2258
female,70,176,24,moderate_exercise,2354
female,57,154,23,moderate_exercise,1948
male,91,153,23,extra_active,3021
male,66,190,19,sedentary,1910
female,53,168,19,moderate_exercise,2052
female,86,160,24,extra_active,3000
female,53,172,21,moderate_exercise,2075
female,52,162,20,very_active,2193
male,90,151,19,moderate_exercise,2461
female,46,178,24,very_active,2228
female,57,178,21,very_active,2443
male,61,190,23,sedentary,1826
male,54,154,21,moderate_exercise,1917
female,81,178,18,moderate_exercise,2591
male,86,151,23,extra_active,2903
male,70,156,22,light_exercise,1930
male,55,180,24,extra_active,2649
male,63,171,22,very_active,2463
male,80,191,22,moderate_exercise,2670
female,68,152,18,very_active,2379
female,83,178,18,moderate_exercise,2622
female,63,175,20,moderate_exercise,2267
female,72,174,21,light_exercise,2120
female,60,165,23,moderate_exercise,2101
female,84,175,18,very_active,2903
male,66,152,21,extra_active,2554
female,50,167,20,extra_active,2437
male,65,153,20,very_active,2321
female,89,164,24,light_exercise,2247
male,83,167,20,sedentary,1935
female,59,152,19,sedentary,1541
male,56,197,21,light_exercise,2097
